bacteria_1,bacteria_2,rho_score,rho
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,0.592,0.72
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,k__Bacteria; p__; c__; o__; f__,0.592,0.72
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae,0.594,0.721
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae,0.594,0.721
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae,k__Bacteria; p__; c__; o__; f__,0.594,0.721
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae,k__Bacteria; p__; c__; o__; f__,0.594,0.721
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae,k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,0.595,0.722
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae,0.595,0.722
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae,0.595,0.722
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae,k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,0.595,0.722
k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.596,0.722
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.596,0.722
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__,0.596,0.722
k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae,0.596,0.722
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae,0.596,0.723
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae,0.596,0.723
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,0.597,0.723
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,0.597,0.723
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__,0.597,0.723
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae,k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae,0.597,0.723
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,0.597,0.723
k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae,0.597,0.723
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae,k__Bacteria; p__Proteobacteria,0.597,0.723
k__Bacteria; p__Proteobacteria,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae,0.597,0.723
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__BS11,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Clostridia,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Caldicoprobacteraceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Lentisphaerae; c__; o__; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20; f__R4-45B,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__[Chromatiaceae],0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Spirochaetes; c__MVP-15; o__PL-11B10; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__M2PT2-76; f__,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Verrucomicrobia,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae],0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12,0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae],0.598,0.724
k__Bacteria; p__; c__; o__; f__,k__Bacteria; p__WPS-2; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__BS11,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Clostridia,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Caldicoprobacteraceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Lentisphaerae; c__; o__; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20; f__R4-45B,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__[Chromatiaceae],k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Spirochaetes; c__MVP-15; o__PL-11B10; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__M2PT2-76; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__,0.598,0.724
k__Bacteria; p__Verrucomicrobia,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae],k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae],k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__WPS-2; c__; o__; f__,k__Bacteria; p__; c__; o__; f__,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae,k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,0.598,0.724
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae,k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,0.598,0.724
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae,0.598,0.724
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae,0.598,0.724
k__Bacteria; p__Bacteroidetes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,0.598,0.724
k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,k__Bacteria; p__Bacteroidetes,0.598,0.724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__,0.598,0.724
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae,0.6,0.725
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae,0.6,0.725
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,0.6,0.725
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae,0.6,0.725
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,0.6,0.725
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],0.6,0.725
k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16,k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__,0.6,0.726
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16,0.6,0.726
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae,k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__,0.601,0.726
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae,0.601,0.726
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae,0.601,0.726
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae,0.601,0.726
k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.601,0.726
k__Bacteria; p__Firmicutes; c__Bacilli,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.601,0.726
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae,0.601,0.726
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli,0.601,0.726
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae,0.601,0.726
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__,0.601,0.726
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,0.602,0.726
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,0.602,0.726
